Handle,Command,Title,Body HTML,Tags,SEO Title,SEO Description,Metafield: custom.material [single_line_text_field],Metafield: custom.nominal_size [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.finish [single_line_text_field],Metafield: custom.color_family [single_line_text_field],Metafield: custom.units_per_box [number_integer],Metafield: custom.sqft_per_box [number_decimal],Metafield: custom.thickness_in [number_decimal],Metafield: custom.price_per_sqft [number_decimal],Metafield: custom.price_unit [single_line_text_field],Metafield: custom.source_sku [single_line_text_field]
thaswhtbor1447,UPDATE,"Thassos Pure White Marble Florida Flower Border w/ Blue-Gray 5 3/4"" x 11 1/4"" — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 5 3/4"" x 11 1/4""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished","Thassos Pure White Marble Florida Flower Border w/ Blue-Gray 5 3/4"" x ","Thassos Pure White Marble Florida Flower Border w/ Blue-Gray 5 3/4"" x 11 1/4"" — Polished. Natural marble sold by the piece, $95.56 per piece. Samples available. Ships across the continental US.",Marble,"5 3/4"" x 11 1/4""",,Polished,White,1,,0.75,95.56,piece,THWHMARBOR822689
thassos-white-hexagon-combination-w-black-mosaic-tile-5x5,UPDATE,"Thassos Pure White Marble Hexagon Combination w/ Black 5"" x 5"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 5"" x 5""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Hexagon</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 5.6 sq ft per box (6 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Hexagon, Polished","Thassos Pure White Marble Hexagon Combination w/ Black 5"" x 5"" Mosaic ","Thassos Pure White Marble Hexagon Combination w/ Black 5"" x 5"" Mosaic — Polished. Natural marble sold by the box, $38.16 per sq ft. Samples available. Ships across the continental US.",Marble,"5"" x 5""",Hexagon,Polished,White,6,5.6,0.375,38.16,sq ft,THWHMARMOS808053
checkers-with-thassos-white-calacatta-gold-18x18-polished-tile,UPDATE,"Checkerboard Thassos White & Calacatta Gold Polished 18"" x 18"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 18"" x 18""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 22.5 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Polished, Large Format","Checkerboard Thassos White & Calacatta Gold Polished 18"" x 18"" Tile","Checkerboard Thassos White & Calacatta Gold Polished 18"" x 18"" Tile. Natural marble sold by the box, $43.20 per sq ft. Samples available. Ships across the continental US.",Marble,"18"" x 18""",Checkerboard,Polished,White,10,22.5,0.375,43.20,sq ft,CHTHMARTIL086709
polar-white-marble-2x12-pencil-liner-trim-tile,UPDATE,"Polar White (Crystal Thassos) Marble Pencil Liner Trim 3/4"" x 12"" — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 3/4"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — Grey</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, Grey, Polished","Polar White (Crystal Thassos) Marble Pencil Liner Trim 3/4"" x 12"" — Po","Polar White (Crystal Thassos) Marble Pencil Liner Trim 3/4"" x 12"" — Polished. Natural marble sold by the piece, $87.00 per piece. Samples available. Ships across the continental US.",Marble,"3/4"" x 12""",,Polished,Grey,1,,0.75,87.00,piece,POWHMARTRI465077
thaswhtbor1429,UPDATE,"Thassos Pure White Marble Bias w/ Black Dots Border 2"" x 12"" — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 2"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished","Thassos Pure White Marble Bias w/ Black Dots Border 2"" x 12"" — Polishe","Thassos Pure White Marble Bias w/ Black Dots Border 2"" x 12"" — Polished. Natural marble sold by the piece, $79.35 per piece. Samples available. Ships across the continental US.",Marble,"2"" x 12""",,Polished,White,1,,0.75,79.35,piece,THWHMARBOR279905
thaswhtbor1435,UPDATE,Thassos Pure White Marble Bias Border Corner w/ Black Dots — Polished,"<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished",Thassos Pure White Marble Bias Border Corner w/ Black Dots — Polished,"Thassos Pure White Marble Bias Border Corner w/ Black Dots — Polished. Natural marble sold by the piece, $77.74 per piece. Samples available. Ships across the continental US.",Marble,,,Polished,White,1,,0.75,77.74,piece,THWHMARBOR834849
chevron-carrara-thassos-marble-polished-floor-wall-mosaic,UPDATE,"Carrara & Thassos Marble Chevron Grey 12"" x 12"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Chevron</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.0 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Chevron, Polished","Carrara & Thassos Marble Chevron Grey 12"" x 12"" Mosaic — Polished","Carrara & Thassos Marble Chevron Grey 12"" x 12"" Mosaic — Polished. Natural marble sold by the box, $30.32 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Chevron,Polished,White,8,8.0,0.375,30.32,sq ft,CATHMARMOS202677
thaswhtmol1509,UPDATE,"Thassos Pure White Marble Baseboard Trim 4 3/4"" x 12"" — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 4 3/4"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished","Thassos Pure White Marble Baseboard Trim 4 3/4"" x 12"" — Polished","Thassos Pure White Marble Baseboard Trim 4 3/4"" x 12"" — Polished. Natural marble sold by the piece, $231.60 per piece. Samples available. Ships across the continental US.",Marble,"4 3/4"" x 12""",,Polished,White,1,,0.75,231.60,piece,THWHMARTRI070369
thaswhtbor1452,UPDATE,Thassos Pure White Marble Florida Flower Border Corner w/ Black — Polished,"<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished",Thassos Pure White Marble Florida Flower Border Corner w/ Black — Poli,"Thassos Pure White Marble Florida Flower Border Corner w/ Black — Polished. Natural marble sold by the piece, $76.45 per piece. Samples available. Ships across the continental US.",Marble,,,Polished,White,1,,0.75,76.45,piece,THWHMARBOR722913
thaswhtmol1511,UPDATE,"Thassos Pure White Marble Quarter-Round Trim 1"" x 12"" Trim — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 1"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished","Thassos Pure White Marble Quarter-Round Trim 1"" x 12"" Trim — Polished","Thassos Pure White Marble Quarter-Round Trim 1"" x 12"" Trim — Polished. Natural marble sold by the piece, $174.40 per piece. Samples available. Ships across the continental US.",Marble,"1"" x 12""",,Polished,White,1,,0.75,174.40,piece,THWHMARTRI049953
thaswhtmol1507,UPDATE,"Thassos Pure White Marble Crown Trim 2"" x 12"" Trim — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 2"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished","Thassos Pure White Marble Crown Trim 2"" x 12"" Trim — Polished","Thassos Pure White Marble Crown Trim 2"" x 12"" Trim — Polished. Natural marble sold by the piece, $166.20 per piece. Samples available. Ships across the continental US.",Marble,"2"" x 12""",,Polished,White,1,,0.75,166.20,piece,THWHMARTRI943905
checkers-with-nero-marquina-calacatta-gold-24x24-polished-tile,UPDATE,"Checkerboard Nero Marquina & Calacatta Gold Polished 24"" x 24"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 24"" x 24""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 40.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Polished, Large Format","Checkerboard Nero Marquina & Calacatta Gold Polished 24"" x 24"" Tile","Checkerboard Nero Marquina & Calacatta Gold Polished 24"" x 24"" Tile. Natural marble sold by the box, $37.80 per sq ft. Samples available. Ships across the continental US.",Marble,"24"" x 24""",Checkerboard,Polished,White,10,40.0,0.375,37.80,sq ft,CHNEMARTIL554741
thaswhtmol1505,UPDATE,"Thassos Pure White Marble Single Step Chair Rail Trim 2"" x 12"" — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 2"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White, Polished","Thassos Pure White Marble Single Step Chair Rail Trim 2"" x 12"" — Polis","Thassos Pure White Marble Single Step Chair Rail Trim 2"" x 12"" — Polished. Natural marble sold by the piece, $149.90 per piece. Samples available. Ships across the continental US.",Marble,"2"" x 12""",,Polished,White,1,,0.75,149.90,piece,THWHMARTRI619681
